ID,cluster,about,date,type,link,year,month,day
1002077,14,"betreffende het verlof dat aan de personeelsleden van het onderwijs en de psycho-medisch-sociale centra wordt verleend voor het verrichten van bepaalde prestaties ten behoeve van in de wetgevende vergaderingen van de Staat en van de Gemeenschappen of de Gewesten erkende politieke groepen, respectievelijk ten behoeve van de voorzitters van die groepen",1991-12-19,Besluit van de Vlaamse Regering,,1991.0,12.0,19.0
1002077,14,"betreffende het verlof dat aan de personeelsleden van het onderwijs en de psycho-medisch-sociale centra wordt verleend voor het verrichten van bepaalde prestaties ten behoeve van in de wetgevende vergaderingen van de Staat en van de Gemeenschappen of de Gewesten erkende politieke groepen, respectievelijk ten behoeve van de voorzitters van die groepen",1991-12-19,Besluit van de Vlaamse Regering,,1991.0,12.0,19.0
1002077,14,"betreffende het verlof dat aan de personeelsleden van het onderwijs en de psycho-medisch-sociale centra wordt verleend voor het verrichten van bepaalde prestaties ten behoeve van in de wetgevende vergaderingen van de Staat en van de Gemeenschappen of de Gewesten erkende politieke groepen, respectievelijk ten behoeve van de voorzitters van die groepen",1991-12-19,Besluit van de Vlaamse Regering,,1991.0,12.0,19.0
1006975,7,"houdende wijziging van de bijzondere wet van 8 augustus 1980 tot hervorming der instelingen en van de bijzondere wet van 12 januari 1989 met betrekking tot de Brusselse instellingen, ten einde een regeling te treffen voor de onverenigbaarheid van het ambt van lid van een parlementaire assemblee met het ambt van lid van een federale regering, een Gemeenschaps- en Gewestregering",1996-12-04T00:00:00,Bijzondere Wet,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1006975,,,
1017314,15,tot regeling van de opleiding tot polyvalent verzorgende en de bijkomende opleidingsmodule tot zorgkundige ,2008-10-10T00:00:00,Besluit van de Vlaamse Regering,,,,
1017314,15,tot regeling van de opleiding tot polyvalent verzorgende en de bijkomende opleidingsmodule tot zorgkundige ,2008-10-10T00:00:00,Besluit van de Vlaamse Regering,,,,
1017314,15,tot regeling van de opleiding tot polyvalent verzorgende en de bijkomende opleidingsmodule tot zorgkundige ,2008-10-10T00:00:00,Besluit van de Vlaamse Regering,,,,
1017314,15,tot regeling van de opleiding tot polyvalent verzorgende en de bijkomende opleidingsmodule tot zorgkundige ,2008-10-10T00:00:00,Besluit van de Vlaamse Regering,,,,
1017314,15,tot regeling van de opleiding tot polyvalent verzorgende en de bijkomende opleidingsmodule tot zorgkundige ,2008-10-10,Besluit van de Vlaamse Regering,,2008.0,10.0,10.0
1017314,15,tot regeling van de opleiding tot polyvalent verzorgende en de bijkomende opleidingsmodule tot zorgkundige ,2008-10-10,Besluit van de Vlaamse Regering,,2008.0,10.0,10.0
1028354,16,"tot wijziging van het ministerieel besluit van 23 februari 2016 tot bepaling van de voorwaarden voor de toekenning van de subsidies, vermeld in artikel 3, § 4, artikel 4, 8, eerste lid, artikel 9, § 1, eerste en achtste lid, van het besluit van de Vlaamse Regering van 11 december 2015 houdende de subsidiëring van de verwerving, de inrichting, de renovatie en de uitbreiding van terreinen voor woonwagenbewoners",2017-06-01T00:00:00,Ministerieel besluit,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1028354,,,
1000478,6,houdende instelling van een bijzondere examencommissie belast met het uitreiken van het bekwaamheidsgetuigschrift voor het ambt van bijzonder leermeester in delichamelijke opvoeding aan de lagere scholen,1958-05-05T00:00:00,Koninklijk Besluit,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1000478,,,
1011714,17,betreffende de wateringen,1956-07-05T00:00:00,Wet,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1011714,,,
1006043,18,tot uitvoering van het besluit van de Vlaamse regering van 17 juni 1997 houdende harmonisering van diverse stelsels werkervaringsprojecten,1998-01-14T00:00:00,Ministerieel besluit,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1006043,,,
1021699,19,"tot wijziging van het koninklijk besluit van 29 november 1968 houdende vaststelling van de procedure bij de onderzoeken de commodo et incommodo, voorgeschreven door de wet van 28 december 1967 betreffende de onbevaarbare waterlopen en tot wijziging van diverse bepalingen van het besluit van de Vlaamse Regering van 24 juli 2009 tot uitvoering van de onteigening ten algemene nutte, het recht van voorkoop, de aankoopplicht en de vergoedingsplicht van titel I van het decreet integraal waterbeleid van 18 juli 2003 en tot aanvulling ervan met een regeling voor de afbakening van overstromingsgebieden",2012-03-30T00:00:00,Besluit van de Vlaamse Regering,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1021699,,,
1008379,15,tot regeling van de subsidiëring van de diensten voor logistieke hulp en aanvullende thuiszorg,2001-07-10T00:00:00,Besluit van de Vlaamse Regering,,,,
1008379,15,tot regeling van de subsidiëring van de diensten voor logistieke hulp en aanvullende thuiszorg,2001-07-10T00:00:00,Besluit van de Vlaamse Regering,,,,
1006121,20,tot aanvulling van het besluit van de Vlaamse regering van 23 maart 1989 houdende organisatie van de milieu-effectbeoordeling van beaalde categorieën van hinderlijke inrichtingen,1998-03-10T00:00:00,Besluit van de Vlaamse Regering,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1006121,,,
1014603,21,tot wijziging van het gemeentedecreet van 15 juli 2005 ,2006-06-02T00:00:00,Decreet,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1014603,,,
1023508,22,houdende tijdelijke aanvullende maatregelen tot het behoud van de visbestanden in zee,2013-12-18T00:00:00,Ministerieel besluit,,,,
1023508,22,houdende tijdelijke aanvullende maatregelen tot het behoud van de visbestanden in zee,2013-12-18,Ministerieel besluit,,2013.0,12.0,18.0
1015618,10,tot instelling van een tegemoetkoming in de huurprijs voor woonbehoeftige huurders ,2007-02-02,Besluit van de Vlaamse Regering,,2007.0,2.0,2.0
1022704,10,"tot wijziging van het besluit van de Vlaamse Regering van 2 april 2004 houdende de voorwaarden waaronder kredietmaatschappijen erkend kunnen worden door de Vlaamse regering en ter bepaling van de kredietinstellingen erkend door de Vlaamse Regering, ter uitvoering van artikel 78 van het decreet van 15 juli 1997 houdende de Vlaamse Wooncode",2012-12-14T00:00:00,Besluit van de Vlaamse Regering,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1022704,,,
1017805,23,betreffende de sectorconvenants in het raam van het Vlaamse werkgelegenheidsbeleid ,2009-03-13T00:00:00,Decreet,,,,
1017805,23,betreffende de sectorconvenants in het raam van het Vlaamse werkgelegenheidsbeleid ,2009-03-13,Decreet,,2009.0,3.0,13.0
1028742,24,"tot wijziging van diverse bepalingen van het besluit van de Vlaamse Regering van 17 mei 2013 betreffende de loopbaanbegeleiding

",2017-10-13T00:00:00,Besluit van de Vlaamse Regering,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1028742,,,
1012205,5,"tot wijziging van het ministerieel besluit van 8 juni 1975 tot bepaling van de te volgen regels voor de vaststelling van het bedrag van de tegemoetkoming uit het Fonds voor medische, sociale en pedagogische zorg voor gehandicapten in de kosten voor onderhoud, opvoeding en behandeling van gehandicapten die geplaatst zijn in inrichtingen die onder het stelsel van het semi-internaat werken",1976-10-19T00:00:00,Ministerieel besluit (Federaal),https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1012205,,,
1024945,6,betreffende steun aan de investeringen en aan de overname in de landbouw,2014-12-19T00:00:00,Besluit van de Vlaamse Regering,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1024945,,,
1023379,5,houdende wijziging van de refertelijst inzake individuele materiële bijstand,2013-10-09T00:00:00,Ministerieel besluit,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1023379,,,
1007549,0,houdende de vaststelling van de planning van de centra voor dagverzorging,2000-07-28T00:00:00,Ministerieel besluit,,,,
1007549,0,houdende de vaststelling van de planning van de centra voor dagverzorging,2000-07-28,Ministerieel besluit,,2000.0,7.0,28.0
1007549,0,houdende de vaststelling van de planning van de centra voor dagverzorging,2000-07-28,Ministerieel besluit,,2000.0,7.0,28.0
1006682,20,betreffende de openbaarheid van bestuur,1999-05-18T00:00:00,Decreet,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1006682,,,
1017046,25,houdende wijziging van het decreet van 4 april 2003 betreffende het sociaal-cultureel volwassenenwerk,2008-03-14T00:00:00,Decreet,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1017046,,,
1023269,26,"tot wijziging van het ministerieel besluit van 5 april 2006 houdende toekenning van aanvullende en specifieke delegaties aan het hoofd van het departement Leefmilieu, Natuur en Energie, wat betreft de vertegenwoordiging van het Vlaamse Gewest voor de persoonstegoedrekeningen in het Europees registersysteem",2012-05-21T00:00:00,Ministerieel besluit,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1023269,,,
1016000,24,houdende wijziging van het besluit van de Vlaamse Regering van 21 december 1988 houdende de organisatie van de arbeidsbemiddeling en de beroepsopleiding ,2007-06-29T00:00:00,Besluit van de Vlaamse Regering,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1016000,,,
1005795,27,tot bepaling van de vorm der beslissingen met betrekking tot de bouwvergunningen,1971-02-06T00:00:00,Koninklijk Besluit,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1005795,,,
1016056,4,"tot wijziging van het besluit van de Vlaamse Regering van 13 januari 2006 houdende vaststelling van de rechtspositie van het personeel van de diensten van de Vlaamse overheid, wat betreft de interfederale mobiliteit",2007-07-19T00:00:00,Besluit van de Vlaamse Regering,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1016056,,,
1030040,8,"houdende wijziging van het koninklijk besluit van 27 augustus 1993 tot uitvoering van het Wetboek van de inkomstenbelastingen 1992, het besluit van de Vlaamse regering van 14 mei 2004 tot oprichting van het Vlaams Instituut voor het Onroerend Erfgoed en het Onroerenderfgoedbesluit van 16 mei 2014, wat betreft de vermindering van de personenbelasting voor uitgaven voor beschermde goederen",2018-11-23T00:00:00,Besluit van de Vlaamse Regering,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1030040,,,
1009345,5,"tot wijziging voor de Vlaamse Gemeenschap van het ministerieel besluit van 18 juni 1975 tot bepaling van de te volgen regels voor de vaststelling van het bedrag van de tegemoetkoming uit het Fonds voor medische, sociale en pedagogische zorg voor gehandicapten in de kosten voor onderhoud, opvoeding en behandeling van gehandicapten die geplaatst zijn in inrichtingen die onder het stelsel van het semi-internaat werken",1981-11-26T00:00:00,Ministerieel besluit,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1009345,,,
1004252,23,"tot wijziging van het decreet van 13 juli 1994 betreffende de rustpensioenen toegekend aan de vastbenoemde personeelsleden van de Nederlandse Radio- en Televisieuitzendingen in België, omroep van de Vlaamse Gemeenschap, en betreffende de overlevingspensioenen toegekend aan de rechtverkrijgenden van die personeelsleden",1996-01-31T00:00:00,Besluit van de Vlaamse Regering,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1004252,,,
1019207,4,tot wijziging van het besluit van de Vlaamse Regering van 13 juli 2009 tot bepaling van de bevoegdheden van de leden van de Vlaamse Regering,2010-07-07T00:00:00,Besluit van de Vlaamse Regering,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1019207,,,
1022503,5,"tot wijziging van het besluit van de Vlaamse Regering van 15 december 2000 houdende vaststelling van de voorwaarden van toekenning van een persoonlijke assistentiebudget aan personen met een handicap, wat betreft de combinatie met andere zorgvormen, de spoedprocedure en diverse bepalingen",2012-10-19T00:00:00,Besluit van de Vlaamse Regering,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1022503,,,
1001463,28,houdende aanwijzing van een gewest waarvoor een plan van aanleg moet worden opgemaakt (Veurne-Westkust),1965-05-19T00:00:00,Koninklijk Besluit,,,,
1001463,28,houdende aanwijzing van een gewest waarvoor een plan van aanleg moet worden opgemaakt (Veurne-Westkust),1965-05-19,Koninklijk Besluit,,1965.0,5.0,19.0
1009131,4,inzake de openbaredienstverplichtingen ter bevordering van het rationeel energiegebruik,2002-03-29T00:00:00,Besluit van de Vlaamse Regering,,,,
1009131,4,inzake de openbaredienstverplichtingen ter bevordering van het rationeel energiegebruik,2002-03-29T00:00:00,Besluit van de Vlaamse Regering,,,,
1029942,29,van de Openbare Vlaamse Afvalstoffenmaatschappij (OVAM) tot wijziging van het besluit van de OVAM tot het vaststellen van gronden gelegen in Lier als site 'Woonzone Voormalige stortplaatsen in Lier deelproject 1',2018-11-09T00:00:00,Besluit van de administrateur-generaal,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1029942,,,
1003832,20,"tot vaststelling van de sectoriële voorwaarden voor de lozing, in de gewone oppervlaktewateren, van afvalwater, afkomstig van de sector van de petrochemie en van de daarvan afgeleide organische chemie",1987-03-30T00:00:00,Koninklijk Besluit,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1003832,,,
1006001,30,betreffende de rustpensioenen toegekend aan de vastbenoemde en tot de stage toegelaten personeelsleden van de Vlaamse Maatschappij voor Watervoorziening en betreffende de overlevingspensioenen toegekend aan de rechtverkrijgenden van die personeelsleden,1997-12-17,Decreet,,1997.0,12.0,17.0
1006001,30,betreffende de rustpensioenen toegekend aan de vastbenoemde en tot de stage toegelaten personeelsleden van de Vlaamse Maatschappij voor Watervoorziening en betreffende de overlevingspensioenen toegekend aan de rechtverkrijgenden van die personeelsleden,1997-12-17,Decreet,,1997.0,12.0,17.0
1014028,27,betreffende de verbetering van paardachtigen,1992-12-10T00:00:00,Koninklijk Besluit,,,,
1014028,27,betreffende de verbetering van paardachtigen,1992-12-10T00:00:00,Koninklijk Besluit,,,,
1015361,17,"betreffende de werking, het beheer en de boekhouding van het Ondersteunend Centrum van het Agentschap voor Natuur en Bos (OC-ANB)",2006-11-24T00:00:00,Besluit van de Vlaamse Regering,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1015361,,,
1006254,23,"houdende uitvoering van artikel 7, § 5 van het decreet van 19 april 1995 tot regeling van de arbeidsbemiddeling tegen betaling in het Vlaamse Gewest",1998-04-15,Ministerieel besluit,,1998.0,4.0,15.0
1013344,10,houdende vaststelling van de voorwaarden voor de erkenning van Vlaamse opvangcentra voor vogels en wilde dieren en houdende toekenning van subsidies,2004-06-04T00:00:00,Besluit van de Vlaamse Regering,,,,
1013344,10,houdende vaststelling van de voorwaarden voor de erkenning van Vlaamse opvangcentra voor vogels en wilde dieren en houdende toekenning van subsidies,2004-06-04T00:00:00,Besluit van de Vlaamse Regering,,,,
1008187,31,tot vaststelling van het administratief statuut van het personeel van de Vlaamse Waterzuiveringsmaatschappij,1981-12-16T00:00:00,Koninklijk Besluit,,,,
1008187,31,tot vaststelling van het administratief statuut van het personeel van de Vlaamse Waterzuiveringsmaatschappij,1981-12-16,Koninklijk Besluit,,1981.0,12.0,16.0
1019963,5,"tot wijziging van het besluit van de Vlaamse Regering van 13 juli 1988 tot uitvoering van het besluit van de Vlaamse Regering van 27 januari 1988 houdende sommige maatregelen tot harmonisatie van de toelagen en presentiegelden aan commissarissen, gemachtigden van financiën, afgevaardigden van de Vlaamse Regering, voorzitters en leden van niet-adviserende bijzondere commissies of van raden van bestuur van instellingen en ondernemingen die onder de Vlaamse Regering behoren",1999-06-08T00:00:00,Besluit van de Vlaamse Regering,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1019963,,,
1030323,4,tot wijzigingen van artikel 17 van het besluit van de Vlaamse Regering van 3 juni 2005 met betrekking tot de organisatie van de Vlaamse administratie en artikel 3 van het besluit van de Vlaamse Regering van 25 juli 2014 tot bepaling van de bevoegdheden van de leden van de Vlaamse Regering,2018-12-07T00:00:00,Besluit van de Vlaamse Regering,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1030323,,,
1033744,14,"tot wijziging van de regelgeving over de nuttige ervaring, de concordantie en de bekwaamheidsbewijzen en salarisschalen in het volwassenenonderwijs",2020-09-04T00:00:00,Besluit van de Vlaamse Regering,https://codex.opendata.api.vlaanderen.be/api/WetgevingDocument/1033744,,,
1006863,6,"betreffende sommige instellingen van openbaar nut voor postinitieel onderwijs, wetenschappelijk onderzoek en wetenschappelijke dienstverlening",1999-05-18T00:00:00,Decreet,,,,
1006863,6,"betreffende sommige instellingen van openbaar nut voor postinitieel onderwijs, wetenschappelijk onderzoek en wetenschappelijke dienstverlening",1999-05-18T00:00:00,Decreet,,,,
1006863,6,"betreffende sommige instellingen van openbaar nut voor postinitieel onderwijs, wetenschappelijk onderzoek en wetenschappelijke dienstverlening",1999-05-18T00:00:00,Decreet,,,,
1006513,5,tot vaststelling van de voorwaarden en modaleiten volgens dewelke [de Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding] een inschakelingspremie toekent aan de werkgevers die personen met een handicap tewerkstellen onder gewone arbeidsvoorwaarden,1998-12-18T00:00:00,Besluit van de Vlaamse Regering,,,,
1006513,5,tot vaststelling van de voorwaarden en modaleiten volgens dewelke [de Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding] een inschakelingspremie toekent aan de werkgevers die personen met een handicap tewerkstellen onder gewone arbeidsvoorwaarden,1998-12-18T00:00:00,Besluit van de Vlaamse Regering,,,,
1006513,5,tot vaststelling van de voorwaarden en modaleiten volgens dewelke [de Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding] een inschakelingspremie toekent aan de werkgevers die personen met een handicap tewerkstellen onder gewone arbeidsvoorwaarden,1998-12-18,Besluit van de Vlaamse Regering,,1998.0,12.0,18.0
1006513,5,tot vaststelling van de voorwaarden en modaleiten volgens dewelke [de Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding] een inschakelingspremie toekent aan de werkgevers die personen met een handicap tewerkstellen onder gewone arbeidsvoorwaarden,1998-12-18,Besluit van de Vlaamse Regering,,1998.0,12.0,18.0
1006513,5,tot vaststelling van de voorwaarden en modaleiten volgens dewelke [de Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding] een inschakelingspremie toekent aan de werkgevers die personen met een handicap tewerkstellen onder gewone arbeidsvoorwaarden,1998-12-18,Besluit van de Vlaamse Regering,,1998.0,12.0,18.0
1006513,5,tot vaststelling van de voorwaarden en modaleiten volgens dewelke [de Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding] een inschakelingspremie toekent aan de werkgevers die personen met een handicap tewerkstellen onder gewone arbeidsvoorwaarden,1998-12-18,Besluit van de Vlaamse Regering,,1998.0,12.0,18.0
1006513,5,tot vaststelling van de voorwaarden en modaleiten volgens dewelke [de Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding] een inschakelingspremie toekent aan de werkgevers die personen met een handicap tewerkstellen onder gewone arbeidsvoorwaarden,1998-12-18,Besluit van de Vlaamse Regering,,1998.0,12.0,18.0
