ID,cluster,about,date,type,link,year,month,day
1033686,87,"tot uitvoering van het besluit van de Vlaamse Regering van 24 maart 2020 tot bestrijding van de negatieve gevolgen van het COVID-19 virus voor de gezinnen en de organisatoren in de kinderopvang en van het besluit van de Vlaamse Regering van 1 april 2020 tot bestrijding van de negatieve gevolgen van het COVID-19 virus voor de gezinnen en de organisatoren in de buitenschoolse opvang, in de opvang van zieke kinderen en in de preventieve gezinsondersteuning, wat betreft de stopzetting van de maatregelen voor de gezinnen en van de compensatiesubsidie voor de organisatoren in de kinderopvang, in de buitenschoolse opvang en in de opvang van zieke kinderen",2020-09-04,Ministerieel besluit,,2020.0,9.0,4.0
1003271,88,houdende vaststelling van de criteria van toekenning der tegemoetkoming inzake sociale hulp op het gebied van de sociale reclassering van de minder-validen,1967-12-27,Ministerieel besluit (Federaal),,1967.0,12.0,27.0
1002737,93,ML/3 betreffende de procedure voor het verkrijgen van een restauratiepremie voor werken aan een beschermd monument,1991-07-09,Omzendbrief,,1991.0,7.0,9.0
1014302,96,"betreffende het prioriteitenbeleid zoals bepaald in artikel 2 van het decreet van 13 juli 2001 houdende de regeling van de erkenning en subsidiëring van de Vlaamse sportfederaties, de koepelorganisatie en de organisaties voor de sportieve vrijetijdsbesteding",2006-01-13,Besluit van de Vlaamse Regering,,2006.0,1.0,13.0
1001360,98,houdende uitvoering van het koninklijk besluit van 28 november 1975 betreffende de exploitatie van de bureaus voor arbeidsbemiddeling tegen betaling,1993-03-04,Ministerieel besluit,,1993.0,3.0,4.0
1028818,103,betreffende de erkenning en subsidiëring van de vertrouwenscentra kindermishandeling en de partnerorganisatie,2017-11-17,Besluit van de Vlaamse Regering,,2017.0,11.0,17.0
1023432,107,tot delegatie van sommige bevoegdheden aan personeelsleden van de afdeling Dienstencentrum Landbouw en Visserij,2013-11-26,Besluit van het afdelingshoofd,,2013.0,11.0,26.0
1005524,113,"betreffende de erkenning, de financiering en subsidiëring van scholen in het gewoon en buitengewoon basisonderwijs",1997-07-08,Besluit van de Vlaamse Regering,,1997.0,7.0,8.0
1010515,119,tot vaststelling van de regels inzake de werking en de verdeling van het Vlaams Stedenfonds,2002-12-13,Decreet,,2002.0,12.0,13.0
1003118,127,houdende maatregelen inzake het grondwaterbeheer,1984-01-24,Decreet,,1984.0,1.0,24.0
1000184,129,betreffende de sociale reclassering van de minder-validen,1963-07-05,Koninklijk Besluit,,1963.0,7.0,5.0
1015116,145,betreffende de modulaire structuur van het secundair onderwijs voor sociale promotie voor het studiegebied Grafische technieken,2006-09-01,Besluit van de Vlaamse Regering,,2006.0,9.0,1.0
1000371,147,tot bepaling van de algemene voorschriften inzake instandhouding en onderhoud van monumenten en stads- en dorpsgezichten,1993-11-17,Besluit van de Vlaamse Regering,,1993.0,11.0,17.0
1006293,148,houdende diverse maatregelen met betrekking tot het secundair onderwijs en tot wijziging van het decreet van 25 februari 1997 betreffende het basisonderwijs,1998-07-14,Decreet,,1998.0,7.0,14.0
1013478,162,"houdende de definitieve regularisatie en toekenning van een subsidie aan bepaalde initiatieven binnen polders, wateringen, milieu- en natuurverenigingen die personeelsleden tewerkstellen in een gewezen DAC-statuut",2004-05-14,Besluit van de Vlaamse Regering,,2004.0,5.0,14.0
1005498,163,houdende de Vlaamse Wooncode,1997-07-15,Decreet,,1997.0,7.0,15.0
1014124,168,houdende vaststelling van de regels inzake contractuele sanering van bedrijfsafvalwater op een openbare rioolwaterzuiveringsinstallatie,2005-10-21,Besluit van de Vlaamse Regering,,2005.0,10.0,21.0
1014264,169,tot toekenning van steun aan kleine en middelgrote ondernemingen voor ondernemerschapsbevorderende diensten,2005-12-16,Besluit van de Vlaamse Regering,,2005.0,12.0,16.0
1017314,172,tot regeling van de opleiding tot polyvalent verzorgende en de bijkomende opleidingsmodule tot zorgkundige ,2008-10-10,Besluit van de Vlaamse Regering,,2008.0,10.0,10.0
1021713,177,betreffende de organisatie van pilootprojecten ter voorbereiding op de hervorming van het deeltijds kunstonderwijs,2012-04-20,Besluit van de Vlaamse Regering,,2012.0,4.0,20.0
1015846,182,"ter uitvoering van het decreet van 14 februari 2003 houdende de ondersteuning en de stimulering van het gemeentelijk, het intergemeentelijk en het provinciaal jeugd- en jeugdwerkbeleid, inzake de subsidiëring van gemeentebesturen die een jeugdinformatiebeleid voeren als onderdeel van hun jeugdbeleid ",2007-01-26,Besluit van de Vlaamse Regering,,2007.0,1.0,26.0
1009476,183,nr. 76 betreffende de terbeschikkingstelling wegens persoonlijke aangelegenheden van de personeelsleden van het gesubsidieerd onderwijs,1982-07-20,Genummerd koninklijk besluit,,1982.0,7.0,20.0
1001701,187,tot vaststelling van de vergoedingen van onderzoekingen door deskundigen en tot vaststelling van de tegemoetkomingscriteria in de verplaatsingskosten van de onderzochte personen in het raam van de werking van de beroepscommissie bij het Vlaams Fonds voor Sociale Integratie van Personen met een Handicap,1992-09-25,Ministerieel besluit,,1992.0,9.0,25.0
1005320,191,houdende de subsidiëring van het bouwrijp maken van gronden en de aanleg van de infrastructuur en gemeenschapsvoorzieningen voor sociale woonwijken,1996-12-19,Besluit van de Vlaamse Regering,,1996.0,12.0,19.0
1016444,195,"houdende vaststelling van de voorwaarden waaronder de ambten van gemeentesecretaris, gemeentelijk financieel beheerder, secretaris van een openbaar centrum voor maatschappelijk welzijn en [financieel beheerder (verv. BVR 15 mei 2009, art. 1)] van een openbaar centrum voor maatschappelijk welzijn deeltijds kunnen worden uitgeoefend, en houdende vaststelling van sommige gevallen waarin de ambten van gemeentelijk financieel beheerder en van [financieel beheerder (verv. BVR 15 mei 2009, art. 1)] van een openbaar centrum voor maatschappelijk welzijn kunnen worden uitgeoefend door een gewestelijke ontvanger",2007-12-21,Besluit van de Vlaamse Regering,,2007.0,12.0,21.0
1014328,197,"tot bepaling van de datum van inwerkingtreding van het decreet van 16 december 2005 houdende oprichting van het publiekrechtelijk vormgegeven extern verzelfstandigd agentschap Vlaamse Regulator voor de Media en houdende wijziging van sommige bepalingen van de decreten betreffende de radio-omroep en de televisie, gecoördineerd op 4 maart 2005",2006-02-10,Besluit van de Vlaamse Regering,,2006.0,2.0,10.0
1004771,201,betreffende het onderwijs VII,1996-07-08,Decreet,,1996.0,7.0,8.0
1021750,211,houdende de oprichting van het overlegorgaan ter uitvoering van artikel 48 van het decreet van 8 mei 2009 betreffende de kwaliteit van onderwijs,2012-04-27,Besluit van de Vlaamse Regering,,2012.0,4.0,27.0
1004091,212,houdende afbakening van de territoriale bevoegdheid van de NV. Zeekanaal en Watergebonden Grondbeheer Vlaanderen,1994-11-09,Besluit van de Vlaamse Regering,,1994.0,11.0,9.0
1024475,213,houdende de persoonsvolgende financiering voor personen met een handicap en tot hervorming van de wijze van financiering van de zorg en de ondersteuning voor personen met een handicap,2014-04-25,Decreet,,2014.0,4.0,25.0
1005144,217,tot vaststelling van de goedkeuringscriteria en indieningsmodaliteiten van de leerplannen voor het secundair onderwijs,1996-11-26,Besluit van de Vlaamse Regering,,1996.0,11.0,26.0
1000537,221,"tot vaststelling van de regels voor de oprichting van betrekkingen van opvoeder-huismeester, directiesecretaris en beheerder in de onderwijsinrichtingen van de Staat",1969-12-02,Koninklijk Besluit,,1969.0,12.0,2.0
1014190,228,"houdende de toewijzing van de personeelsleden van de diensten, instellingen en rechtspersonen die afhangen van de Vlaamse Gemeenschap en/of het Vlaamse Gewest aan de strategische adviesraden",2005-12-16,Besluit van de Vlaamse Regering,,2005.0,12.0,16.0
1023756,229,met betrekking tot de Zesde Staatshervorming inzake de aangelegenheden bedoeld in artikel 78 van de Grondwet,2014-01-06,Wet,,2014.0,1.0,6.0
1016080,230,tot vaststelling van de capaciteit van de gemeenschapsinstellingen voor bijzondere jeugdbijstand ,2007-07-19,Besluit van de Vlaamse Regering,,2007.0,7.0,19.0
1002731,245,"tot vaststelling van het presentiegeld en de vergoedingen van de voorzitters, de gemeenschapscommissarissen, de leden van de raad van bestuur en de praktijkcommissie van het [Vlaams Agentschap voor Ondernemersvorming - Syntra Vlaanderen]",1991-05-29,Besluit van de Vlaamse Regering,,1991.0,5.0,29.0
1016638,249,betreffende de werving van personeelsleden in de besturen en andere diensten van de ministeries,1974-03-07,Koninklijk Besluit,,1974.0,3.0,7.0
1000591,252,"tot vaststelling en rangschikking van de ambten der leden van het bestuurs- en onderwijzend personeel, van het opvoedend hulppersoneel, van het paramedisch personeel bij de inrichtingen voor kleuteronderwijs, lager, buitengewoon, middelbaar, technisch, kunst- en normaalonderwijs van de Staat en van de ambten der leden van de inspectiedienst belast met het toezicht op deze inrichtingen",1968-10-02,Koninklijk Besluit,,1968.0,10.0,2.0
1014538,256,tot uitvoering van het besluit van de Vlaamse Regering van 16 december 2005 tot toekenning van steun aan kleine en middelgrote ondernemingen voor ondernemerschapsbevorderende diensten met betrekking tot de erkenning en aanvaarding van de dienstverleners,2006-05-11,Ministerieel besluit,,2006.0,5.0,11.0
1016201,259,tot uitvoering van hoofdstuk IIIbis van de wet van 26 maart 1971 op de bescherming van de oppervlaktewateren tegen verontreiniging.,2007-07-06,Besluit van de Vlaamse Regering,,2007.0,7.0,6.0
1035448,265,"houdende maatregelen ten gevolge van de pandemie veroorzaakt door COVID-19 en tot wijziging van de minimale voorwaarden voor de rechtspositieregeling van het personeel van de gemeenten, de openbare centra voor maatschappelijk welzijn en de provincies",2021-03-12,Besluit van de Vlaamse Regering,,2021.0,3.0,12.0
1026727,270,[...] de toekenning van prioriteitengroepen en de rangschikking binnen prioriteitengroepen ,2016-03-04,Besluit van de Vlaamse Regering,,2016.0,3.0,4.0
1017504,272,houdende uitvoering van het decreet van 10 juli 2008 betreffende het stelsel van leren en werken in de Vlaamse Gemeenschap,2008-10-24,Besluit van de Vlaamse Regering,,2008.0,10.0,24.0
1006368,281,betreffende [...] het recht van voorkoop [...].,1998-10-06,Besluit van de Vlaamse Regering,,1998.0,10.0,6.0
1019574,285,tot vaststelling van de investeringssubsidie en de bouwtechnische en bouwfysische normen voor de preventieve en de ambulante gezondheidszorg,2010-09-10,Besluit van de Vlaamse Regering,,2010.0,9.0,10.0
1013109,288,betreffende de [puntenenveloppen] voor de scholengemeenschappen basisonderwijs,2004-03-05,Besluit van de Vlaamse Regering,,2004.0,3.0,5.0
1018938,291,betreffende de individuele concordantie in het secundair volwassenenonderwijs,2010-03-19,Besluit van de Vlaamse Regering,,2010.0,3.0,19.0
1029740,293,KB/ABB 2018/2 Omzendbrief betreffende de budgetten en de éénjarige meerjarenplannen 2019,2018-07-20,Omzendbrief,,2018.0,7.0,20.0
1000981,294,[betreffende het bevallings- en borstvoedingsverlof voor de personeelsleden van het onderwijs en de centra voor leerlingenbegeleiding],1993-07-22,Besluit van de Vlaamse Regering,,1993.0,7.0,22.0
1006986,296,tot vervollediging van de federale staatsstructuur,1993-07-16,Wet,,1993.0,7.0,16.0
1018441,309,betreffende de oprichting van de werkgroepen 'leerlingen met speciale noden in het deeltijds kunstonderwijs' en 'afstemming tijdelijke projecten kunstinitiatie voor kansarme en/of allochtone minderjarigen en muzische vorming',2009-07-24,Besluit van de Vlaamse Regering,,2009.0,7.0,24.0
1006073,311,"houdende uitvoering van artikel 18, §4 van het decreet van 19 april 1995 tot regeling van de arbeidsbemiddeling tegen betaling in het Vlaamse Gewest",1998-01-23,Ministerieel besluit,,1998.0,1.0,23.0
1013775,312,tot toekenning van delegatie voor het verlengen van de erkenning van opleidingsverstrekkers voor het stelsel van de Vlaamse opleidingscheques aan personeelsleden van de afdeling Economisch Ondersteuningsbeleid van de administratie Economie van het ministerie van de Vlaamse Gemeenschap,2005-03-25,Ministerieel besluit,,2005.0,3.0,25.0
1020865,318,"tot bepaling van de minimumnormen voor de registratie en documentatie bij archeologisch onderzoek met ingreep in de bodem en de wijze van rapportering tot uitvoering van artikel 14, § 3, van het besluit van de Vlaamse Regering van 20 april 1994 tot uitvoering van het decreet van 30 juni 1993 houdende de bescherming van het archeologisch patrimonium",2011-09-13,Ministerieel besluit,,2011.0,9.0,13.0
1012161,319,betreffende de vergunningsplicht voor reisbureaus in de socio-culturele sector,2004-02-13,Omzendbrief,,2004.0,2.0,13.0
1016235,320,tot samenstelling van de toezichtcommissie in het kader van het gezondheidsinformatiesysteem en tot bepaling van de presentiegelden en vergoedingen van de leden,2007-09-21,Besluit van de Vlaamse Regering,,2007.0,9.0,21.0
1006676,328,tot vaststelling van het puntengewicht voor het secundair onderwijs en de internaten [...],1999-04-13,Besluit van de Vlaamse Regering,,1999.0,4.0,13.0
1001610,351,houdende begrotingstechnische bepalingen alsmede de bepalingen tot begeleiding van de begroting 1991,1990-12-21,Decreet,,1990.0,12.0,21.0
1027781,355,tot vaststelling van de subsidiëringswijze van de dagverzorgingscentra,2015-04-22,Ministerieel besluit,,2015.0,4.0,22.0
1016969,356,"ter uitvoering van het Cultureel-erfgoeddecreet van 23 mei 2008, voor wat betreft de subsidiëring van landelijke cultureel-erfgoedorganisaties en cultureel-erfgoedprojecten, de cultureel-erfgoedconvenants en de advisering",2008-07-18,Besluit van de Vlaamse Regering,,2008.0,7.0,18.0
1000698,357,tot oprichting van het Fonds voor Preventie en Sanering inzake Leefmilieu en Natuur als Gewestdienst met afzonderlijk beheer,1991-01-23,Decreet,,1991.0,1.0,23.0
1013377,358,"tot vaststelling van de voorwaarden en de regels inzake de toekenning van subsidies voor vormingsinitiatieven voor lokale mandatarissen, ambtenaren en topambtenaren",2004-05-28,Besluit van de Vlaamse Regering,,2004.0,5.0,28.0
1008446,364,houdende de intergemeentelijke samenwerking,2001-07-06,Decreet,,2001.0,7.0,6.0
1004712,379,"tot vaststelling van de vergoeding van de voordrachthouders bij de rijksinrichtingen voor kunstonderwijs, ressorterend onder de Vlaamse Gemeenschap",1984-02-27,Ministerieel besluit,,1984.0,2.0,27.0
1017659,382,tot regeling van de steun aan projecten van onderzoek en ontwikkeling van het bedrijfsleven in Vlaanderen,2008-12-12,Besluit van de Vlaamse Regering,,2008.0,12.0,12.0
1000732,387,tot uitvoering van het decreet van 13 juli 1994 houdende wijziging van artikel 79 van de wet van 29 maart 1962 houdende organisatie van de ruimtelijke ordening en van de stedebouw,1994-07-20,Besluit van de Vlaamse Regering,,1994.0,7.0,20.0
1005985,388,houdende vaststelling van de personeelsformatie van het Vlaams Instituut voor het Zelfstandig Ondernemen,1997-12-09,Besluit van de Vlaamse Regering,,1997.0,12.0,9.0
1007101,389,ter uitvoering van het besluit van de Vlaamse regering van 23 maart 1999 houdende de subsidiëring van de renovatie van woningen en gebouwen en van de bouw van nieuwe sociale woningen in de eigendomssector,1999-11-08,Ministerieel besluit,,1999.0,11.0,8.0
1008625,391,houdende delegatie van sommige bevoegdheden inzake archeologische monumentenzorg aan ambtenaren van het Instituut voor het Archeologisch Patrimonium van het Vlaams Gewest en aan ambtenaren van het ministerie van de Vlaamse Gemeenschap,2001-12-20,Ministerieel besluit,,2001.0,12.0,20.0
1009151,398,tot bescherming van varend erfgoed,2002-03-29,Decreet,,2002.0,3.0,29.0
1004014,401,"tot vaststelling [...] van de weddeschalen van de leden van het bestuurs- en onderwijzend personeel en van het opvoedend hulppersoneel van de rijksinrichtingen voor kunstonderwijs met beperkt leerplan, ressorterend onder de Minister van Nederlandse Cultuur en de Minister van Franse Cultuur",1978-11-09,Koninklijk Besluit,,1978.0,11.0,9.0
1014617,403,van het IVA MDK houdende organisatie van zijn agentschap en subdelegatie van functionele bevoegdheden aan het middenkader,2006-06-15,Besluit van de administrateur-generaal,,2006.0,6.0,15.0
1002451,407,"nr. 81 tot instelling van een Fonds voor medische, sociale en pedagogische zorg voor gehandicapten",1967-11-10,Genummerd koninklijk besluit,,1967.0,11.0,10.0
1029366,409,"betreffende de lokale samenwerkingsinitiatieven tussen scholen voor basis- en secundair onderwijs, instellingen voor hoger onderwijs en de academies voor deeltijds kunstonderwijs",2018-05-04,Besluit van de Vlaamse Regering,,2018.0,5.0,4.0
1006319,410,houdende delegatie van sommige bevoegdheden inzake monumenten aan ambtenaren van het ministerie van de Vlaamse Gemeenschap,1997-03-28,Ministerieel besluit,,1997.0,3.0,28.0
1029279,412,"houdende maatregelen voor de uitwerking van de persoonsvolgende budgetten die in het kader van de transitie naar persoonsvolgende financiering ter beschikking zijn gesteld
",2018-04-20,Besluit van de Vlaamse Regering,,2018.0,4.0,20.0
1002449,414,B.A.- G-91/15 betreffende de werking van het Investeringsfonds,1991-09-25,Omzendbrief,,1991.0,9.0,25.0
1006522,416,betreffende de toekenning van extra lestijden voor scholen van het basisonderwijs in de rand-en taalgrensgemeenten,1999-01-19,Besluit van de Vlaamse Regering,,1999.0,1.0,19.0
1018873,420,tot vaststelling van de regeling van de rechtspositie van het personeel van het Instituut voor de Aanmoediging van Innovatie door Wetenschap en Technologie in Vlaanderen,2009-11-27,Besluit van de Vlaamse Regering,,2009.0,11.0,27.0
1027804,438,houdende diverse maatregelen inzake de herstructurering van Waterwegen en Zeekanaal NV van publiek recht en nv De Scheepvaart van publiek recht,2016-12-23,Decreet,,2016.0,12.0,23.0
1009266,445,tot vaststelling van de voorwaarden en modaliteiten van erkenning en subsidiëring van organisaties inzake aangepaste vrijetijdsbesteding voor personen met een handicap,2002-05-03,Besluit van de Vlaamse Regering,,2002.0,5.0,3.0
1012062,446,tot toekenning van steun aan grote ondernemingen voor investeringen in de regionale steungebieden,2003-12-12,Besluit van de Vlaamse Regering,,2003.0,12.0,12.0
1009479,447,nr. 136 betreffende de terbeschikkingstelling wegens persoonlijke aangelegenheden van de gesubsidieerde psycho-medisch-sociale centra,1982-12-30,Genummerd koninklijk besluit,,1982.0,12.0,30.0
1009293,450,tot vaststelling van de ontwikkelingsdoelen algemene en sociale vorming in het buitengewoon secundair onderwijs van opleidingsvorm 3,2002-04-19,Besluit van de Vlaamse Regering,,2002.0,4.0,19.0
1002876,453,tot vaststelling van de voorwaarden waaronder premies kunnen worden toegekend aan kampeerterreinen of kampeerverblijfparken,1995-03-08,Besluit van de Vlaamse Regering,,1995.0,3.0,8.0
1018532,457,betreffende de terbeschikkingstelling wegens persoonlijke aangelegenheden voor de personeelsleden van het onderwijs,2009-10-16,Besluit van de Vlaamse Regering,,2009.0,10.0,16.0
1007701,465,houdende een impuls- en ondersteuningsprogramma van de meerwaardeneconomie,2000-09-08,Besluit van de Vlaamse Regering,,2000.0,9.0,8.0
1024952,474,houdende bepalingen tot begeleiding van de tweede aanpassing van de begroting 2014,2014-12-19,Decreet,,2014.0,12.0,19.0
1016218,483,tot uitvoering van het besluit van de Vlaamse Regering van 18 december 1992 houdende instelling van een aanpassingspremie en een verbeteringspremie voor woningen,2007-09-27,Ministerieel besluit,,2007.0,9.0,27.0
1027779,507,tot vaststelling van de subsidiëringswijze van de dagverzorgingscentra voor palliatieve verzorging,2015-04-22,Ministerieel besluit,,2015.0,4.0,22.0
1001144,513,"tot vaststelling van de wijze waarop de personeelsleden van de onthaalformatie van de diensten van de Vlaamse regering, overgedragen van het Ministerie van Onderwijs en het Gebouwenfonds voor de Rijksscholen, overgaan naar de administratieve diensten van de Autonome Raad voor het Gemeenschapsonderwijs",1990-04-19,Besluit van de Vlaamse Regering,,1990.0,4.0,19.0
1001839,514,houdende vaststelling van de procedure inzake de subsidiëring van werken aan beschermde monumenten die door of op initiatief van regionale of lokale besturen worden uitgevoerd,1991-12-18,Besluit van de Vlaamse Regering,,1991.0,12.0,18.0
1013034,428,tot oprichting van het publiekrechtelijk vormgegeven extern verzelfstandigd agentschap Vlaamse Reguleringsinstantie voor de Elektriciteits- en Gasmarkt,2004-04-30,Decreet,,2004.0,4.0,30.0
1016267,525,van de Vlaamse Milieumaatschappij houdende vaststelling van het organogram van de Vlaamse Milieumaatschappij ,2007-09-30,Besluit van de administrateur-generaal,,2007.0,9.0,30.0
1002766,526,tot vastlegging van de overeenstemmende onderverdelingen in het voltijds secundair onderwijs,1995-03-10,Ministerieel besluit,,1995.0,3.0,10.0
1004830,529,houdende de tegemoetkoming van het Vlaamse Gewest voor maatregelen in het kader van het grond- en pandenbeleid,1996-07-24,Besluit van de Vlaamse Regering,,1996.0,7.0,24.0
1007925,532,tot vaststelling van de verschillende onderwijsniveaus,1972-11-16,Koninklijk Besluit,,1972.0,11.0,16.0
1025555,544,houdende diverse personeelsmaatregelen in het onderwijs,2015-06-12,Besluit van de Vlaamse Regering,,2015.0,6.0,12.0
1029101,552,houdende de toepassing van het cumulverbod en de verschilregel voor het Vlaams Agentschap voor Personen met een Handicap,2018-01-12,Besluit van de Vlaamse Regering,,2018.0,1.0,12.0
1013277,570,tot oprichting van het agentschap Vlaamse Belastingdienst,2004-06-11,Besluit van de Vlaamse Regering,,2004.0,6.0,11.0
1008096,573,tot bepaling van de kwaliteitszorg in diensten voor opvanggezinnen,2001-06-12,Ministerieel besluit,,2001.0,6.0,12.0
1006181,576,"[betreffende het Vlaamse integratiebeleid (verv. decr. 30 april 2009, art. 2)]",1998-04-28,Decreet,,1998.0,4.0,28.0
1014362,577,betreffende het secundair onderwijs aan huis voor zieke jongeren en tot wijziging van het besluit van de Vlaamse Regering van 17 juni 1997 betreffende het onderwijs aan huis,2006-01-13,Besluit van de Vlaamse Regering,,2006.0,1.0,13.0
1013742,581,houdende de instellingsspecifieke regeling van de rechtspositie van het personeel van het Openbaar Psychiatrisch Ziekenhuis te Geel,2005-03-04,Besluit van de Vlaamse Regering,,2005.0,3.0,4.0
1009647,585,inzake de organisatie van onthaalonderwijs voor anderstalige nieuwkomers in het gewoon voltijds secundair onderwijs,2002-05-24,Besluit van de Vlaamse Regering,,2002.0,5.0,24.0
1007526,587,houdende vaststelling van de personeelsformatie van het Instituut voor het Archeologisch Patrimonium,2000-07-17,Besluit van de Vlaamse Regering,,2000.0,7.0,17.0
1000579,588,tot vaststelling van de vergoedingen van de voorzitters en leden van de commissies van het [Vlaams Agentschap voor Ondernemersvorming - Syntra Vlaanderen],1993-12-15,Besluit van de Vlaamse Regering,,1993.0,12.0,15.0
1002079,596,"tot vaststelling van de algemene vakken, de kunstvakken, de technische vakken en de praktische vakken in de instellingen voor [voltijds secundair onderwijs en in de instellingen voor voltijds secundair onderwijs die als centra voor deeltijds beroepssecundair onderwijs fungeren] georganiseerd of gesubsidieerd door de Vlaamse Gemeenschap, met uitzondering van de instellingen voor buitengewoon secundair onderwijs",1989-06-05,Besluit van de Vlaamse Regering,,1989.0,6.0,5.0
1001684,598,"betreffende het opvangverlof voor de personeelsleden van het onderwijs en de [centra voor leerlingenbegeleiding (ver. BVR 27 mei 2011, art. 1, I: 1 september 2011)] met het oog op adoptie en pleegvoogdij",1994-11-09,Besluit van de Vlaamse Regering,,1994.0,11.0,9.0
1013174,601,houdende het Grootschalig Referentie Bestand (GRB),2004-04-16,Decreet,,2004.0,4.0,16.0
1015847,608,"ter uitvoering van het decreet van 14 februari 2003 houdende de ondersteuning en de stimulering van het gemeentelijk, het intergemeentelijk en het provinciaal jeugd- en jeugdwerkbeleid, inzake de subsidiëring van gemeentebesturen die een jeugdwerkinfrastructuurbeleid voeren als onderdeel van hun jeugdwerkbeleid ",2007-01-26,Besluit van de Vlaamse Regering,,2007.0,1.0,26.0
1015618,610,tot instelling van een tegemoetkoming in de huurprijs voor woonbehoeftige huurders ,2007-02-02,Besluit van de Vlaamse Regering,,2007.0,2.0,2.0
1014982,623,tot wijziging van het ministerieel besluit van 27 november 1998 houdende vaststelling van de bijstandsvelden inzake sociale integratie van personen met een handicap,2006-06-27,Ministerieel besluit,,2006.0,6.0,27.0
1008678,626,"betreffende de eindtermen, de ontwikkelingsdoelen en de specifieke eindtermen in het voltijds gewoon en buitengewoon secundair onderwijs",2002-01-18,Decreet,,2002.0,1.0,18.0
1000696,628,"betreffende de oprichting van een [Instituut voor de aanmoediging van Innovatie door Wetenschap en Technologie in Vlaanderen (verv. decr. 18 mei 1999, art. 8)]",1991-01-23,Decreet,,1991.0,1.0,23.0
1005895,637,tot bepaling van de erkenningsvoorwaarden van de sociale huisvestingsmaatschappijen,1997-12-17,Besluit van de Vlaamse Regering,,1997.0,12.0,17.0
1018455,639,betreffende de globale puntenenveloppe in het secundair onderwijs,2009-09-04,Besluit van de Vlaamse Regering,,2009.0,9.0,4.0
1033907,646,"over het tijdelijke project ""Duaal lesgeven in het secundair onderwijs""",2020-10-02,Besluit van de Vlaamse Regering,,2020.0,10.0,2.0
